,place_with_parent_names
4461,|Brasil|Distrito Federal|Brasília|Samambaia Norte|
4462,|Brasil|Distrito Federal|Águas Claras|
4463,|Brasil|Distrito Federal|Brasília|
4464,|Brasil|Distrito Federal|Águas Claras|
4465,|Brasil|Distrito Federal|Águas Claras|
4466,|Brasil|Distrito Federal|Brasília|Asa Sul|
4467,|Brasil|Distrito Federal|Águas Claras|
4468,|Brasil|Distrito Federal|Brasília|Asa Norte|
4469,|Brasil|Distrito Federal|Águas Claras|
4470,|Brasil|Distrito Federal|Águas Claras|
4471,|Brasil|Distrito Federal|Águas Claras|
4472,|Brasil|Distrito Federal|Águas Claras|
4473,|Brasil|Distrito Federal|Águas Claras|
4474,|Brasil|Distrito Federal|Águas Claras|
4475,|Brasil|Distrito Federal|Ceilândia|
4476,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4477,|Brasil|Distrito Federal|Águas Claras|
4478,|Brasil|Distrito Federal|Brasília|Guará II|
4479,|Brasil|Distrito Federal|
4480,|Brasil|Distrito Federal|Brasília|Asa Sul|
4481,|Brasil|Distrito Federal|Águas Claras|
4482,|Brasil|Distrito Federal|Águas Claras|
4483,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4484,|Brasil|Distrito Federal|Águas Claras|
4485,|Brasil|Distrito Federal|Brasília|Samambaia Norte|
4486,|Brasil|Distrito Federal|Brasília|Guará II|
4487,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4488,|Brasil|Distrito Federal|Águas Claras|
4489,|Brasil|Distrito Federal|Águas Claras|
4490,|Brasil|Distrito Federal|Brasília|Asa Sul|
4491,|Brasil|Distrito Federal|Brasília|Asa Norte|
4492,|Brasil|Distrito Federal|Brasília|Asa Sul|
4493,|Brasil|Distrito Federal|Águas Claras|
4494,|Brasil|Distrito Federal|Águas Claras|
4495,|Brasil|Distrito Federal|Brasília|
4496,|Brasil|Distrito Federal|Águas Claras|
4497,|Brasil|Distrito Federal|Águas Claras|
4498,|Brasil|Distrito Federal|Brasília|Guará II|
4499,|Brasil|Distrito Federal|Águas Claras|
4500,|Brasil|Distrito Federal|Águas Claras|
4501,|Brasil|Distrito Federal|Águas Claras|
4502,|Brasil|Distrito Federal|Águas Claras|
4503,|Brasil|Distrito Federal|
4504,|Brasil|Distrito Federal|Brasília|Asa Norte|
4505,|Brasil|Distrito Federal|Águas Claras|
4506,|Brasil|Distrito Federal|Águas Claras|
4507,|Brasil|Distrito Federal|
4508,|Brasil|Distrito Federal|
4509,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4510,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4511,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4512,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4513,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4514,|Brasil|Distrito Federal|
4515,|Brasil|Distrito Federal|Brasília|Samambaia Norte|
4516,|Brasil|Distrito Federal|Brasília|Samambaia Norte|
4517,|Brasil|Distrito Federal|Brasília|Sobradinho|
4518,|Brasil|Distrito Federal|Brasília|Samambaia Sul|
4519,|Brasil|Distrito Federal|Brasília|Asa Norte|
4520,|Brasil|Distrito Federal|Brasília|Asa Norte|
4521,|Brasil|Distrito Federal|Brasília|Asa Norte|
4522,|Brasil|Distrito Federal|Brasília|Asa Norte|
4523,|Brasil|Distrito Federal|
4524,|Brasil|Distrito Federal|
4525,|Brasil|Distrito Federal|
4526,|Brasil|Distrito Federal|
4527,|Brasil|Distrito Federal|
4528,|Brasil|Distrito Federal|
4529,|Brasil|Distrito Federal|
4530,|Brasil|Distrito Federal|
4531,|Brasil|Distrito Federal|
4532,|Brasil|Distrito Federal|
4533,|Brasil|Distrito Federal|
4534,|Brasil|Distrito Federal|
4535,|Brasil|Distrito Federal|
4536,|Brasil|Distrito Federal|
4537,|Brasil|Distrito Federal|
4538,|Brasil|Distrito Federal|
4539,|Brasil|Distrito Federal|
4540,|Brasil|Distrito Federal|
4541,|Brasil|Distrito Federal|
4542,|Brasil|Distrito Federal|Brasília|Quadras Econômicas Lúcio Costa|
4543,|Brasil|Distrito Federal|Brasília|Quadras Econômicas Lúcio Costa|
4544,|Brasil|Distrito Federal|Brasília|Quadras Econômicas Lúcio Costa|
4545,|Brasil|Distrito Federal|Ceilândia|Ceilândia Sul|
4546,|Brasil|Distrito Federal|Ceilândia|Ceilândia Sul|
4547,|Brasil|Distrito Federal|
4548,|Brasil|Distrito Federal|
4549,|Brasil|Distrito Federal|Brasília|Taguatinga Sul|
4550,|Brasil|Distrito Federal|Brasília|Taguatinga Sul|
4551,|Brasil|Distrito Federal|Brasília|Taguatinga Sul|
4552,|Brasil|Distrito Federal|Brasília|Taguatinga Sul|
4553,|Brasil|Distrito Federal|Brasília|Taguatinga Sul|
4554,|Brasil|Distrito Federal|
4555,|Brasil|Distrito Federal|
4556,|Brasil|Distrito Federal|
4557,|Brasil|Distrito Federal|Brasília|Asa Sul|
4558,|Brasil|Distrito Federal|Brasília|Asa Sul|
4559,|Brasil|Distrito Federal|Brasília|Asa Sul|
4560,|Brasil|Distrito Federal|Brasília|Guará II|
4561,|Brasil|Distrito Federal|Brasília|Guará II|
4562,|Brasil|Distrito Federal|Brasília|Guará II|
4563,|Brasil|Distrito Federal|Brasília|Guará II|
4564,|Brasil|Distrito Federal|Brasília|Guará II|
4565,|Brasil|Distrito Federal|Brasília|Guará II|
4566,|Brasil|Distrito Federal|Brasília|Guará II|
4567,|Brasil|Distrito Federal|Brasília|Guará II|
4568,|Brasil|Distrito Federal|Brasília|Guará II|
4569,|Brasil|Distrito Federal|Brasília|Guará II|
4570,|Brasil|Distrito Federal|Brasília|Guará II|
4571,|Brasil|Distrito Federal|Brasília|Guará II|
4572,|Brasil|Distrito Federal|Brasília|Guará II|
4573,|Brasil|Distrito Federal|Brasília|Guará II|
4574,|Brasil|Distrito Federal|Brasília|Guará II|
4575,|Brasil|Distrito Federal|Brasília|Guará II|
4576,|Brasil|Distrito Federal|Brasília|Zona Industrial|
4577,|Brasil|Distrito Federal|Águas Claras|
4578,|Brasil|Distrito Federal|Águas Claras|
4579,|Brasil|Distrito Federal|Águas Claras|
4580,|Brasil|Distrito Federal|Águas Claras|
4581,|Brasil|Distrito Federal|Águas Claras|
4582,|Brasil|Distrito Federal|Águas Claras|
4583,|Brasil|Distrito Federal|Águas Claras|
4584,|Brasil|Distrito Federal|Águas Claras|
4585,|Brasil|Distrito Federal|Águas Claras|
4586,|Brasil|Distrito Federal|Águas Claras|
4587,|Brasil|Distrito Federal|Águas Claras|
4588,|Brasil|Distrito Federal|Águas Claras|
4589,|Brasil|Distrito Federal|Águas Claras|
4590,|Brasil|Distrito Federal|Águas Claras|
4591,|Brasil|Distrito Federal|Águas Claras|
4592,|Brasil|Distrito Federal|Águas Claras|
4593,|Brasil|Distrito Federal|Águas Claras|
4594,|Brasil|Distrito Federal|Águas Claras|
4595,|Brasil|Distrito Federal|Águas Claras|
4596,|Brasil|Distrito Federal|Águas Claras|
4597,|Brasil|Distrito Federal|Águas Claras|
4598,|Brasil|Distrito Federal|Águas Claras|
4599,|Brasil|Distrito Federal|Águas Claras|
4600,|Brasil|Distrito Federal|Águas Claras|
4601,|Brasil|Distrito Federal|Águas Claras|
4602,|Brasil|Distrito Federal|Águas Claras|
4603,|Brasil|Distrito Federal|Águas Claras|
4604,|Brasil|Distrito Federal|Águas Claras|
4605,|Brasil|Distrito Federal|Águas Claras|
4606,|Brasil|Distrito Federal|Águas Claras|
4607,|Brasil|Distrito Federal|Águas Claras|
4608,|Brasil|Distrito Federal|Águas Claras|
4609,|Brasil|Distrito Federal|Águas Claras|
4610,|Brasil|Distrito Federal|Águas Claras|
4611,|Brasil|Distrito Federal|Águas Claras|
4612,|Brasil|Distrito Federal|Águas Claras|
4613,|Brasil|Distrito Federal|Águas Claras|
4614,|Brasil|Distrito Federal|Águas Claras|
4615,|Brasil|Distrito Federal|Águas Claras|
4616,|Brasil|Distrito Federal|Águas Claras|
4617,|Brasil|Distrito Federal|Águas Claras|
4618,|Brasil|Distrito Federal|Águas Claras|
4619,|Brasil|Distrito Federal|Águas Claras|
4620,|Brasil|Distrito Federal|Águas Claras|
4621,|Brasil|Distrito Federal|
4622,|Brasil|Distrito Federal|Águas Claras|
4623,|Brasil|Distrito Federal|Águas Claras|
4624,|Brasil|Distrito Federal|Águas Claras|
4625,|Brasil|Distrito Federal|
4626,|Brasil|Distrito Federal|
4627,|Brasil|Distrito Federal|Brasília|Asa Sul|
4628,|Brasil|Distrito Federal|Brasília|Asa Sul|
4629,|Brasil|Distrito Federal|Brasília|Asa Sul|
4630,|Brasil|Distrito Federal|Brasília|Guará II|
4631,|Brasil|Distrito Federal|Brasília|Cruzeiro Novo|
4632,|Brasil|Distrito Federal|Brasília|Guará II|
4633,|Brasil|Distrito Federal|
4634,|Brasil|Distrito Federal|Águas Claras|
4635,|Brasil|Distrito Federal|Águas Claras|
4636,|Brasil|Distrito Federal|
4637,|Brasil|Distrito Federal|
4638,|Brasil|Distrito Federal|Águas Claras|
4639,|Brasil|Distrito Federal|Brasília|Guará II|
4640,|Brasil|Distrito Federal|Águas Claras|
4641,|Brasil|Distrito Federal|Brasília|Asa Sul|
4642,|Brasil|Distrito Federal|Águas Claras|
4643,|Brasil|Distrito Federal|Águas Claras|
4644,|Brasil|Distrito Federal|Brasília|Guará II|
4645,|Brasil|Distrito Federal|Brasília|Setor Sudoeste|
4646,|Brasil|Distrito Federal|Brasília|Asa Sul|
4647,|Brasil|Distrito Federal|Águas Claras|
4648,|Brasil|Distrito Federal|Brasília|Núcleo Bandeirante|
4649,|Brasil|Distrito Federal|Brasília|Guará II|
4650,|Brasil|Distrito Federal|Brasília|Asa Sul|
4651,|Brasil|Distrito Federal|Brasília|Asa Sul|
4652,|Brasil|Distrito Federal|Águas Claras|
4653,|Brasil|Distrito Federal|Águas Claras|
4654,|Brasil|Distrito Federal|Brasília|Asa Norte|
4655,|Brasil|Distrito Federal|Brasília|
4656,|Brasil|Distrito Federal|Brasília|Asa Norte|
4657,|Brasil|Distrito Federal|Brasília|Guará II|
4658,|Brasil|Distrito Federal|Águas Claras|
4659,|Brasil|Distrito Federal|Águas Claras|
4660,|Brasil|Distrito Federal|Águas Claras|
4661,|Brasil|Distrito Federal|Águas Claras|
4662,|Brasil|Distrito Federal|Ceilândia|
4663,|Brasil|Distrito Federal|Águas Claras|
4664,|Brasil|Distrito Federal|Águas Claras|
4665,|Brasil|Distrito Federal|Brasília|
4666,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4667,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4668,|Brasil|Distrito Federal|Águas Claras|
4669,|Brasil|Distrito Federal|Brasília|Guará II|
4670,|Brasil|Distrito Federal|Brasília|Asa Norte|
4671,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4672,|Brasil|Distrito Federal|Águas Claras|
4673,|Brasil|Distrito Federal|Águas Claras|
4674,|Brasil|Distrito Federal|Brasília|Asa Norte|
4675,|Brasil|Distrito Federal|Brasília|
4676,|Brasil|Distrito Federal|Brasília|
4677,|Brasil|Distrito Federal|Brasília|Guará II|
4678,|Brasil|Distrito Federal|
4679,|Brasil|Distrito Federal|Águas Claras|
4680,|Brasil|Distrito Federal|Águas Claras|
4681,|Brasil|Distrito Federal|Águas Claras|
4682,|Brasil|Distrito Federal|Brasília|Samambaia Sul|
4683,|Brasil|Distrito Federal|Brasília|Guará II|
4684,|Brasil|Distrito Federal|Brasília|Guará II|
4685,|Brasil|Distrito Federal|Águas Claras|
4686,|Brasil|Distrito Federal|Águas Claras|
4687,|Brasil|Distrito Federal|
4688,|Brasil|Distrito Federal|
4689,|Brasil|Distrito Federal|Brasília|Asa Norte|
4690,|Brasil|Distrito Federal|Brasília|Zona Industrial|
4691,|Brasil|Distrito Federal|Brasília|Zona Industrial|
4692,|Brasil|Distrito Federal|Águas Claras|
4693,|Brasil|Distrito Federal|Águas Claras|
4694,|Brasil|Distrito Federal|Brasília|
4695,|Brasil|Distrito Federal|Águas Claras|
4696,|Brasil|Distrito Federal|Brasília|
4697,|Brasil|Distrito Federal|Brasília|Asa Sul|
4698,|Brasil|Distrito Federal|Águas Claras|
4699,|Brasil|Distrito Federal|Águas Claras|
4700,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4701,|Brasil|Distrito Federal|
4702,|Brasil|Distrito Federal|
4703,|Brasil|Distrito Federal|Brasília|Guará II|
4704,|Brasil|Distrito Federal|Águas Claras|
4705,|Brasil|Distrito Federal|Brasília|Asa Sul|
4706,|Brasil|Distrito Federal|Águas Claras|
4707,|Brasil|Distrito Federal|Águas Claras|
4708,|Brasil|Distrito Federal|Brasília|Guará II|
4709,|Brasil|Distrito Federal|Brasília|Guará II|
4710,|Brasil|Distrito Federal|Brasília|Guará II|
4711,|Brasil|Distrito Federal|Brasília|Núcleo Bandeirante|
4712,|Brasil|Distrito Federal|Brasília|Guará II|
4713,|Brasil|Distrito Federal|
4714,|Brasil|Distrito Federal|
4715,|Brasil|Distrito Federal|Brasília|Asa Sul|
4716,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4717,|Brasil|Distrito Federal|Brasília|Samambaia Norte|
4718,|Brasil|Distrito Federal|Brasília|Samambaia Sul|
4719,|Brasil|Distrito Federal|
4720,|Brasil|Distrito Federal|Brasília|Taguatinga Sul|
4721,|Brasil|Distrito Federal|Águas Claras|
4722,|Brasil|Distrito Federal|Águas Claras|
4723,|Brasil|Distrito Federal|Brasília|
4724,|Brasil|Distrito Federal|Brasília|Asa Sul|
4725,|Brasil|Distrito Federal|Brasília|Asa Norte|
4726,|Brasil|Distrito Federal|Brasília|Guará II|
4727,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4728,|Brasil|Distrito Federal|Brasília|Setor de Habitações Individuais Norte|
4729,|Brasil|Distrito Federal|Águas Claras|
4730,|Brasil|Distrito Federal|Brasília|Guará II|
4731,|Brasil|Distrito Federal|Águas Claras|
4732,|Brasil|Distrito Federal|
4733,|Brasil|Distrito Federal|
4734,|Brasil|Distrito Federal|Águas Claras|
4735,|Brasil|Distrito Federal|Águas Claras|
4736,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4737,|Brasil|Distrito Federal|
4738,|Brasil|Distrito Federal|
4739,|Brasil|Distrito Federal|
4740,|Brasil|Distrito Federal|Brasília|Samambaia Sul|
4741,|Brasil|Distrito Federal|
4742,|Brasil|Distrito Federal|Brasília|Asa Sul|
4743,|Brasil|Distrito Federal|Brasília|
4744,|Brasil|Distrito Federal|Águas Claras|
4745,|Brasil|Distrito Federal|Águas Claras|
4746,|Brasil|Distrito Federal|Brasília|Asa Norte|
4747,|Brasil|Distrito Federal|Brasília|Asa Norte|
4748,|Brasil|Distrito Federal|Brasília|Asa Sul|
4749,|Brasil|Distrito Federal|
4750,|Brasil|Distrito Federal|Brasília|
4751,|Brasil|Distrito Federal|Brasília|Samambaia Sul|
4752,|Brasil|Distrito Federal|Águas Claras|
4753,|Brasil|Distrito Federal|Águas Claras|
4754,|Brasil|Distrito Federal|Brasília|Asa Sul|
4755,|Brasil|Distrito Federal|
4756,|Brasil|Distrito Federal|Ceilândia|
4757,|Brasil|Distrito Federal|Brasília|Samambaia Sul|
4758,|Brasil|Distrito Federal|Brasília|Setor de Habitações Individuais Norte|
4759,|Brasil|Distrito Federal|Águas Claras|
4760,|Brasil|Distrito Federal|Brasília|Sobradinho|
4761,|Brasil|Distrito Federal|Brasília|Guará II|
4762,|Brasil|Distrito Federal|Águas Claras|
4763,|Brasil|Distrito Federal|Águas Claras|
4764,|Brasil|Distrito Federal|Brasília|Guará II|
4765,|Brasil|Distrito Federal|Brasília|Sobradinho|
4766,|Brasil|Distrito Federal|Brasília|
4767,|Brasil|Distrito Federal|Brasília|Asa Sul|
4768,|Brasil|Distrito Federal|Brasília|Asa Norte|
4769,|Brasil|Distrito Federal|Águas Claras|
4770,|Brasil|Distrito Federal|Águas Claras|
4771,|Brasil|Distrito Federal|Brasília|Guará II|
4772,|Brasil|Distrito Federal|Águas Claras|
4773,|Brasil|Distrito Federal|Brasília|Setor de Habitações Individuais Norte|
4774,|Brasil|Distrito Federal|Águas Claras|
4775,|Brasil|Distrito Federal|Águas Claras|
4776,|Brasil|Distrito Federal|Águas Claras|
4777,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4778,|Brasil|Distrito Federal|Águas Claras|
4779,|Brasil|Distrito Federal|Águas Claras|
4780,|Brasil|Distrito Federal|Águas Claras|
4781,|Brasil|Distrito Federal|
4782,|Brasil|Distrito Federal|Águas Claras|
4783,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|
4784,|Brasil|Distrito Federal|Ceilândia|Ceilândia Sul|
4785,|Brasil|Distrito Federal|Ceilândia|
4786,|Brasil|Distrito Federal|Brasília|Guará II|
4787,|Brasil|Distrito Federal|Águas Claras|
4788,|Brasil|Distrito Federal|
4789,|Brasil|Distrito Federal|Águas Claras|
4790,|Brasil|Distrito Federal|Águas Claras|
4791,|Brasil|Distrito Federal|Águas Claras|
4792,|Brasil|Distrito Federal|Brasília|Asa Norte|
4793,|Brasil|Distrito Federal|Brasília|Samambaia Norte|
4794,|Brasil|Distrito Federal|Brasília|Samambaia Sul|
4795,|Brasil|Distrito Federal|
4796,|Brasil|Distrito Federal|
4797,|Brasil|Distrito Federal|Brasília|Guará II|
4798,|Brasil|Distrito Federal|Águas Claras|
4799,|Brasil|Distrito Federal|Águas Claras|
4800,|Brasil|Distrito Federal|Águas Claras|
4801,|Brasil|Distrito Federal|Águas Claras|
4802,|Brasil|Distrito Federal|
4803,|Brasil|Distrito Federal|
4804,|Brasil|Distrito Federal|
4805,|Brasil|Distrito Federal|Brasília|
4806,|Brasil|Distrito Federal|Brasília|
4807,|Brasil|Distrito Federal|
4808,|Brasil|Distrito Federal|Brasília|Guará II|
4809,|Brasil|Distrito Federal|Águas Claras|
4810,|Brasil|Distrito Federal|Águas Claras|
4811,|Brasil|Distrito Federal|Brasília|Asa Norte|
4812,|Brasil|Distrito Federal|Águas Claras|
4813,|Brasil|Distrito Federal|Águas Claras|
4814,|Brasil|Distrito Federal|Brasília|Asa Sul|
4815,|Brasil|Distrito Federal|Brasília|Setor Sudoeste|
4816,|Brasil|Distrito Federal|Águas Claras|
4817,|Brasil|Distrito Federal|Brasília|Asa Norte|
4818,|Brasil|Distrito Federal|Brasília|
4819,|Brasil|Distrito Federal|Brasília|Asa Norte|
4820,|Brasil|Distrito Federal|Águas Claras|
4821,|Brasil|Distrito Federal|Brasília|Asa Norte|
4822,|Brasil|Distrito Federal|Brasília|Asa Sul|
4823,|Brasil|Distrito Federal|Brasília|Asa Sul|
4824,|Brasil|Distrito Federal|Brasília|
4825,|Brasil|Distrito Federal|Brasília|Asa Norte|
4826,|Brasil|Distrito Federal|Brasília|
4827,|Brasil|Distrito Federal|Brasília|Asa Norte|
4828,|Brasil|Distrito Federal|Brasília|Asa Norte|
4829,|Brasil|Distrito Federal|Brasília|Asa Sul|
4830,|Brasil|Distrito Federal|Águas Claras|
4831,|Brasil|Distrito Federal|Águas Claras|
4832,|Brasil|Distrito Federal|Águas Claras|
4833,|Brasil|Distrito Federal|Águas Claras|
4834,|Brasil|Distrito Federal|Brasília|Asa Norte|
4835,|Brasil|Distrito Federal|Brasília|Asa Sul|
4836,|Brasil|Distrito Federal|Brasília|Asa Sul|
4837,|Brasil|Distrito Federal|Brasília|Asa Sul|
4838,|Brasil|Distrito Federal|Brasília|Asa Norte|
4839,|Brasil|Distrito Federal|Brasília|Asa Norte|
4840,|Brasil|Distrito Federal|Brasília|Asa Sul|
4841,|Brasil|Distrito Federal|Águas Claras|
4842,|Brasil|Distrito Federal|Águas Claras|
4843,|Brasil|Distrito Federal|Águas Claras|
4844,|Brasil|Distrito Federal|Águas Claras|
4845,|Brasil|Distrito Federal|Brasília|Asa Sul|
4846,|Brasil|Distrito Federal|Brasília|Asa Sul|
4847,|Brasil|Distrito Federal|Águas Claras|
4848,|Brasil|Distrito Federal|Brasília|Asa Sul|
4849,|Brasil|Distrito Federal|Águas Claras|
4850,|Brasil|Distrito Federal|Brasília|Asa Norte|
4851,|Brasil|Distrito Federal|
4852,|Brasil|Distrito Federal|Águas Claras|
4853,|Brasil|Espírito Santo|Vitória|Jardim da Penha|
4854,|Brasil|Espírito Santo|Vitória|Jardim da Penha|
4855,|Brasil|Espírito Santo|Vitória|Jardim Camburi|
4856,|Brasil|Espírito Santo|Vitória|
4857,|Brasil|Espírito Santo|Vitória|Praia do Canto|
4858,|Brasil|Espírito Santo|Vitória|
4859,|Brasil|Espírito Santo|Vitória|
4860,|Brasil|Espírito Santo|Vitória|
4861,|Brasil|Espírito Santo|Serra|
4862,|Brasil|Espírito Santo|Serra|Colina de Laranjeiras|
4863,|Brasil|Espírito Santo|Serra|Morada de Laranjeiras|
4864,|Brasil|Espírito Santo|Serra|
4865,|Brasil|Espírito Santo|Serra|
4866,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|
4867,|Brasil|Espírito Santo|Vitória|Santa Lúcia|
4868,|Brasil|Espírito Santo|Serra|Jardim Limoeiro|
4869,|Brasil|Espírito Santo|Vila Velha|
4870,|Brasil|Espírito Santo|Serra|
4871,|Brasil|Espírito Santo|Vitória|
4872,|Brasil|Espírito Santo|Vitória|Jardim Camburi|
4873,|Brasil|Espírito Santo|Guarapari|
4874,|Brasil|Espírito Santo|Vitória|Vila Rubim|
4875,|Brasil|Espírito Santo|Serra|
4876,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|
4877,|Brasil|Espírito Santo|Vitória|Ilha do Boi|
4878,|Brasil|Espírito Santo|Vitória|Parque Moscoso|
4879,|Brasil|Espírito Santo|Vitória|Jardim Camburi|
4880,|Brasil|Espírito Santo|Vitória|Jardim da Penha|
4881,|Brasil|Espírito Santo|Vitória|Jucutuquara|
4882,|Brasil|Espírito Santo|Vitória|
4883,|Brasil|Espírito Santo|Vitória|Jardim Camburi|
4884,|Brasil|Espírito Santo|Vitória|Bento Ferreira|
4885,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|
4886,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|
4887,|Brasil|Espírito Santo|Vitória|
4888,|Brasil|Espírito Santo|Serra|
4889,|Brasil|Espírito Santo|Vitória|
4890,|Brasil|Espírito Santo|Vitória|
4891,|Brasil|Espírito Santo|Vila Velha|Santos Dumont|
4892,|Brasil|Espírito Santo|Vitória|Bento Ferreira|
4893,|Brasil|Espírito Santo|Vitória|Praia do Suá|
4894,|Brasil|Espírito Santo|Vitória|
4895,|Brasil|Espírito Santo|Vitória|
4896,|Brasil|Espírito Santo|Vitória|Enseada do Suá|
4897,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|
4898,|Brasil|Espírito Santo|Vitória|Jardim da Penha|
4899,|Brasil|Espírito Santo|Fundão|
4900,|Brasil|Espírito Santo|Serra|
4901,|Brasil|Espírito Santo|Vitória|Jardim Camburi|
4902,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|
4903,|Brasil|Espírito Santo|Vitória|Enseada do Suá|
4904,|Brasil|Espírito Santo|Vitória|Fradinhos|
4905,|Brasil|Espírito Santo|Vitória|Praia do Canto|
4906,|Brasil|Espírito Santo|Vitória|Praia do Canto|
4907,|Brasil|Espírito Santo|Serra|
4908,|Brasil|Espírito Santo|Vitória|Jardim da Penha|
4909,|Brasil|Espírito Santo|Serra|Colina de Laranjeiras|
4910,|Brasil|Espírito Santo|Vitória|Bento Ferreira|
4911,|Brasil|Espírito Santo|Vitória|
4912,|Brasil|Espírito Santo|Vitória|Jardim da Penha|
4913,|Brasil|Espírito Santo|Vitória|Jardim Camburi|
4914,|Brasil|Espírito Santo|Vitória|Centro|
4915,|Brasil|Espírito Santo|Vitória|Barro Vermelho|
4916,|Brasil|Espírito Santo|Vitória|Bento Ferreira|
4917,|Brasil|Espírito Santo|Vitória|Centro|
4918,|Brasil|Espírito Santo|Vitória|Centro|
4919,|Brasil|Espírito Santo|Vitória|Jucutuquara|
4920,|Brasil|Espírito Santo|Vitória|Enseada do Suá|
4921,|Brasil|Espírito Santo|Vitória|Jardim Camburi|
4922,|Brasil|Espírito Santo|Vitória|Jardim da Penha|
4923,|Brasil|Espírito Santo|Vitória|Jardim Camburi|
4924,|Brasil|Espírito Santo|Serra|Morada de Laranjeiras|
4925,|Brasil|Espírito Santo|Guarapari|
