,place_with_parent_names
9243,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
9244,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9245,|Brasil|Minas Gerais|Belo Horizonte|Belvedere|
9246,|Brasil|Minas Gerais|Belo Horizonte|Sion|
9247,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
9248,|Brasil|Minas Gerais|Belo Horizonte|
9249,|Brasil|Minas Gerais|Uberlândia|
9250,|Brasil|Minas Gerais|Belo Horizonte|Sion|
9251,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9252,|Brasil|Minas Gerais|Poços de Caldas|
9253,|Brasil|Minas Gerais|Montes Claros|
9254,|Brasil|Minas Gerais|Poços de Caldas|
9255,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
9256,|Brasil|Minas Gerais|Belo Horizonte|Sion|
9257,|Brasil|Minas Gerais|Poços de Caldas|
9258,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
9259,|Brasil|Minas Gerais|Belo Horizonte|Centro|
9260,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
9261,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|
9262,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9263,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|
9264,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9265,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9266,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
9267,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|
9268,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9269,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|
9270,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9271,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
9272,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
9273,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9274,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9275,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
9276,|Brasil|Minas Gerais|Belo Horizonte|Havaí|
9277,|Brasil|Minas Gerais|Belo Horizonte|Serra|
9278,|Brasil|Minas Gerais|Belo Horizonte|Santa Amélia|
9279,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
9280,|Brasil|Minas Gerais|Juiz de Fora|
9281,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|
9282,|Brasil|Minas Gerais|Belo Horizonte|
9283,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
9284,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9285,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9286,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9287,|Brasil|Minas Gerais|Poços de Caldas|
9288,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
9289,|Brasil|Minas Gerais|Belo Horizonte|
9290,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
9291,|Brasil|Minas Gerais|Belo Horizonte|Sion|
9292,|Brasil|Minas Gerais|Belo Horizonte|Caiçaras|
9293,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
9294,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
9295,|Brasil|Minas Gerais|Belo Horizonte|Havaí|
9296,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
9297,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
9298,|Brasil|Minas Gerais|Belo Horizonte|
9299,|Brasil|Minas Gerais|Juiz de Fora|
9300,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
9301,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
9302,|Brasil|Minas Gerais|Belo Horizonte|
9303,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|
9304,|Brasil|Paraná|Curitiba|Vila Izabel|
9305,|Brasil|Paraná|Curitiba|Vila Izabel|
9306,|Brasil|Paraná|Curitiba|Vila Izabel|
9307,|Brasil|Paraná|Curitiba|Vila Izabel|
9308,|Brasil|Paraná|Curitiba|Vila Izabel|
9309,|Brasil|Paraná|Curitiba|Vila Izabel|
9310,|Brasil|Paraná|Curitiba|Seminário|
9311,|Brasil|Paraná|Curitiba|
9312,|Brasil|Paraná|Curitiba|
9313,|Brasil|Paraná|Curitiba|Vila Izabel|
9314,|Brasil|Paraná|Curitiba|Água Verde|
9315,|Brasil|Paraná|Curitiba|
9316,|Brasil|Paraná|Curitiba|Santa Cândida|
9317,|Brasil|Paraná|Curitiba|Santa Cândida|
9318,|Brasil|Paraná|Curitiba|Bacacheri|
9319,|Brasil|Paraná|Curitiba|Alto da Glória|
9320,|Brasil|Paraná|Curitiba|Portão|
9321,|Brasil|Paraná|Curitiba|Juvevê|
9322,|Brasil|Paraná|Curitiba|Vila Izabel|
9323,|Brasil|Paraná|Curitiba|Portão|
9324,|Brasil|Paraná|Curitiba|Batel|
9325,|Brasil|Paraná|Curitiba|Mossunguê|
9326,|Brasil|Paraná|Curitiba|Boqueirão|
9327,|Brasil|Paraná|Curitiba|Novo Mundo|
9328,|Brasil|Paraná|Curitiba|Xaxim|
9329,|Brasil|Paraná|Curitiba|Xaxim|
9330,|Brasil|Paraná|Curitiba|Capão da Imbuia|
9331,|Brasil|Paraná|Curitiba|Cajuru|
9332,|Brasil|Paraná|Curitiba|Juvevê|
9333,|Brasil|Paraná|Curitiba|Jardim das Américas|
9334,|Brasil|Paraná|Curitiba|Centro|
9335,|Brasil|Paraná|Curitiba|Cabral|
9336,|Brasil|Paraná|Curitiba|Cabral|
9337,|Brasil|Paraná|Curitiba|Cabral|
9338,|Brasil|Paraná|Curitiba|Água Verde|
9339,|Brasil|Paraná|Curitiba|Água Verde|
9340,|Brasil|Paraná|Curitiba|Água Verde|
9341,|Brasil|Paraná|Curitiba|Água Verde|
9342,|Brasil|Paraná|Curitiba|Água Verde|
9343,|Brasil|Paraná|Curitiba|Água Verde|
9344,|Brasil|Paraná|Curitiba|Água Verde|
9345,|Brasil|Paraná|Curitiba|Batel|
9346,|Brasil|Paraná|Curitiba|Batel|
9347,|Brasil|Paraná|Curitiba|Batel|
9348,|Brasil|Paraná|Curitiba|Batel|
9349,|Brasil|Paraná|Curitiba|Batel|
9350,|Brasil|Paraná|Curitiba|Batel|
9351,|Brasil|Paraná|Curitiba|Mercês|
9352,|Brasil|Paraná|Curitiba|Pinheirinho|
9353,|Brasil|Paraná|Curitiba|Alto da Glória|
9354,|Brasil|Paraná|Curitiba|Rebouças|
9355,|Brasil|Paraná|Curitiba|Rebouças|
9356,|Brasil|Paraná|Curitiba|Atuba|
9357,|Brasil|Paraná|Curitiba|Capão Raso|
9358,|Brasil|Paraná|Curitiba|Centro Cívico|
9359,|Brasil|Paraná|Curitiba|Portão|
9360,|Brasil|Paraná|Curitiba|
9361,|Brasil|Paraná|Curitiba|
9362,|Brasil|Paraná|Curitiba|
9363,|Brasil|Paraná|Curitiba|
9364,|Brasil|Paraná|Curitiba|
9365,|Brasil|Paraná|Curitiba|
9366,|Brasil|Paraná|Matinhos|
9367,|Brasil|Paraná|Curitiba|Novo Mundo|
9368,|Brasil|Paraná|Curitiba|Novo Mundo|
9369,|Brasil|Paraná|Curitiba|Novo Mundo|
9370,|Brasil|Paraná|Curitiba|Novo Mundo|
9371,|Brasil|Paraná|Curitiba|São Lourenço|
9372,|Brasil|Paraná|Curitiba|Cajuru|
9373,|Brasil|Paraná|Curitiba|Cajuru|
9374,|Brasil|Paraná|Curitiba|Fanny|
9375,|Brasil|Paraná|Curitiba|Fanny|
9376,|Brasil|Paraná|Curitiba|Fanny|
9377,|Brasil|Paraná|Curitiba|Juvevê|
9378,|Brasil|Paraná|Curitiba|Tatuquara|
9379,|Brasil|Paraná|Curitiba|Alto da Rua XV|
9380,|Brasil|Paraná|Curitiba|Alto da Rua XV|
9381,|Brasil|Paraná|Curitiba|Alto da Rua XV|
9382,|Brasil|Paraná|Curitiba|Boa Vista|
9383,|Brasil|Paraná|Curitiba|Boa Vista|
9384,|Brasil|Paraná|Curitiba|Boa Vista|
9385,|Brasil|Paraná|Curitiba|Boa Vista|
9386,|Brasil|Paraná|Curitiba|Boa Vista|
9387,|Brasil|Paraná|Curitiba|Jardim Botânico|
9388,|Brasil|Paraná|Curitiba|Jardim das Américas|
9389,|Brasil|Paraná|Curitiba|Jardim das Américas|
9390,|Brasil|Paraná|Curitiba|Santa Cândida|
9391,|Brasil|Paraná|Curitiba|Bairro Alto|
9392,|Brasil|Paraná|Curitiba|Centro|
9393,|Brasil|Paraná|Curitiba|Centro|
9394,|Brasil|Paraná|Curitiba|Centro|
9395,|Brasil|Paraná|Curitiba|Centro|
9396,|Brasil|Paraná|Curitiba|Centro|
9397,|Brasil|Paraná|Curitiba|Bigorrilho|
9398,|Brasil|Paraná|Curitiba|Bigorrilho|
9399,|Brasil|Paraná|Curitiba|Cabral|
9400,|Brasil|Paraná|Curitiba|Cabral|
9401,|Brasil|Paraná|Curitiba|Campo Comprido|
9402,|Brasil|Paraná|Curitiba|Santa Quitéria|
9403,|Brasil|Paraná|Curitiba|Tingui|
9404,|Brasil|Paraná|Curitiba|Vila Izabel|
9405,|Brasil|Paraná|Curitiba|Vila Izabel|
9406,|Brasil|Paraná|Curitiba|Água Verde|
9407,|Brasil|Paraná|Curitiba|Água Verde|
9408,|Brasil|Paraná|Curitiba|Água Verde|
9409,|Brasil|Paraná|Curitiba|Água Verde|
9410,|Brasil|Paraná|Curitiba|Água Verde|
9411,|Brasil|Paraná|Curitiba|Água Verde|
9412,|Brasil|Paraná|Curitiba|Batel|
9413,|Brasil|Paraná|Curitiba|Batel|
9414,|Brasil|Paraná|Curitiba|Batel|
9415,|Brasil|Paraná|Curitiba|Pinheirinho|
9416,|Brasil|Paraná|Curitiba|Ahú|
9417,|Brasil|Paraná|Curitiba|Alto da Glória|
9418,|Brasil|Paraná|Curitiba|Cristo Rei|
9419,|Brasil|Paraná|Curitiba|Cristo Rei|
9420,|Brasil|Paraná|Curitiba|Cristo Rei|
9421,|Brasil|Paraná|Curitiba|Cristo Rei|
9422,|Brasil|Paraná|Curitiba|Cristo Rei|
9423,|Brasil|Paraná|Curitiba|Rebouças|
9424,|Brasil|Paraná|Curitiba|Atuba|
9425,|Brasil|Paraná|Curitiba|Capão Raso|
9426,|Brasil|Paraná|Curitiba|Portão|
9427,|Brasil|Paraná|Curitiba|Portão|
9428,|Brasil|Paraná|Curitiba|Portão|
9429,|Brasil|Paraná|Curitiba|Portão|
9430,|Brasil|Paraná|Curitiba|
9431,|Brasil|Paraná|Curitiba|
9432,|Brasil|Paraná|Curitiba|
9433,|Brasil|Paraná|Curitiba|
9434,|Brasil|Paraná|Curitiba|
9435,|Brasil|Paraná|Curitiba|
9436,|Brasil|Paraná|Curitiba|
9437,|Brasil|Paraná|Curitiba|
9438,|Brasil|Paraná|Curitiba|
9439,|Brasil|Paraná|Curitiba|Portão|
9440,|Brasil|Paraná|Curitiba|Xaxim|
9441,|Brasil|Paraná|São José dos Pinhais|Três Marias|
9442,|Brasil|Paraná|Curitiba|Bairro Alto|
9443,|Brasil|Paraná|Curitiba|Água Verde|
9444,|Brasil|Paraná|Curitiba|Portão|
9445,|Brasil|Paraná|Curitiba|Centro|
9446,|Brasil|Paraná|Curitiba|Portão|
9447,|Brasil|Paraná|Curitiba|Água Verde|
9448,|Brasil|Paraná|Curitiba|Vila Izabel|
9449,|Brasil|Paraná|Curitiba|Água Verde|
9450,|Brasil|Paraná|Curitiba|Vila Izabel|
9451,|Brasil|Paraná|Londrina|Gleba Fazenda Palhano|
9452,|Brasil|Paraná|Curitiba|Cristo Rei|
9453,|Brasil|Paraná|Curitiba|Cristo Rei|
9454,|Brasil|Paraná|Curitiba|Mossunguê|
9455,|Brasil|Paraná|Curitiba|Cajuru|
9456,|Brasil|Paraná|Curitiba|Pinheirinho|
9457,|Brasil|Paraná|Curitiba|Cajuru|
9458,|Brasil|Paraná|Curitiba|Centro|
9459,|Brasil|Paraná|Curitiba|Capão Raso|
9460,|Brasil|Paraná|Curitiba|Santa Felicidade|
9461,|Brasil|Paraná|Curitiba|Água Verde|
9462,|Brasil|Paraná|Curitiba|Água Verde|
9463,|Brasil|Paraná|Curitiba|Água Verde|
9464,|Brasil|Paraná|Curitiba|Bacacheri|
9465,|Brasil|Paraná|Curitiba|
9466,|Brasil|Paraná|Curitiba|Sítio Cercado|
9467,|Brasil|Paraná|Curitiba|Bigorrilho|
9468,|Brasil|Paraná|Curitiba|Água Verde|
9469,|Brasil|Paraná|Curitiba|Água Verde|
9470,|Brasil|Paraná|Curitiba|Mossunguê|
9471,|Brasil|Paraná|Curitiba|Mossunguê|
9472,|Brasil|Paraná|Curitiba|Mossunguê|
9473,|Brasil|Paraná|Curitiba|Mossunguê|
9474,|Brasil|Paraná|Curitiba|Centro|
9475,|Brasil|Paraná|Curitiba|São Lourenço|
9476,|Brasil|Paraná|Curitiba|São Lourenço|
9477,|Brasil|Paraná|Curitiba|São Lourenço|
9478,|Brasil|Paraná|Curitiba|Portão|
9479,|Brasil|Paraná|Curitiba|Portão|
9480,|Brasil|Paraná|Curitiba|Portão|
9481,|Brasil|Paraná|Curitiba|Rebouças|
9482,|Brasil|Paraná|Curitiba|Centro|
9483,|Brasil|Paraná|Pontal do Paraná|Pontal do Sul|
9484,|Brasil|Paraná|Curitiba|Alto da Rua XV|
9485,|Brasil|Paraná|Curitiba|Cabral|
9486,|Brasil|Paraná|Curitiba|Cabral|
9487,|Brasil|Paraná|Curitiba|Cabral|
9488,|Brasil|Paraná|Curitiba|Cabral|
9489,|Brasil|Paraná|Curitiba|Cabral|
9490,|Brasil|Paraná|Curitiba|Cabral|
9491,|Brasil|Paraná|Curitiba|Cabral|
9492,|Brasil|Paraná|Curitiba|Fanny|
9493,|Brasil|Paraná|Curitiba|Batel|
9494,|Brasil|Paraná|Curitiba|Portão|
9495,|Brasil|Paraná|Curitiba|Água Verde|
9496,|Brasil|Paraná|Curitiba|Água Verde|
9497,|Brasil|Paraná|Curitiba|Bairro Alto|
9498,|Brasil|Paraná|Curitiba|Bairro Alto|
9499,|Brasil|Paraná|Almirante Tamandaré|
9500,|Brasil|Paraná|Curitiba|Santa Cândida|
9501,|Brasil|Paraná|Curitiba|Fanny|
9502,|Brasil|Paraná|Curitiba|Bairro Alto|
9503,|Brasil|Paraná|Curitiba|Cristo Rei|
9504,|Brasil|Paraná|Curitiba|Bairro Alto|
9505,|Brasil|Paraná|Curitiba|Alto da Rua XV|
9506,|Brasil|Paraná|Curitiba|Boqueirão|
9507,|Brasil|Paraná|Curitiba|Ahú|
9508,|Brasil|Paraná|Curitiba|Bacacheri|
9509,|Brasil|Paraná|Curitiba|Cabral|
9510,|Brasil|Paraná|Curitiba|Portão|
9511,|Brasil|Paraná|Curitiba|Juvevê|
9512,|Brasil|Paraná|Curitiba|Ahú|
9513,|Brasil|Paraná|Curitiba|Bacacheri|
9514,|Brasil|Paraná|Curitiba|Cabral|
9515,|Brasil|Paraná|Curitiba|Cabral|
9516,|Brasil|Paraná|Curitiba|Bairro Alto|
9517,|Brasil|Paraná|Curitiba|Uberaba|
9518,|Brasil|Paraná|Curitiba|Boa Vista|
9519,|Brasil|Paraná|Curitiba|Boa Vista|
9520,|Brasil|Paraná|Curitiba|Batel|
9521,|Brasil|Paraná|Pinhais|Centro|
9522,|Brasil|Paraná|Pinhais|Centro|
9523,|Brasil|Paraná|Curitiba|Pinheirinho|
9524,|Brasil|Paraná|Curitiba|Tatuquara|
9525,|Brasil|Paraná|Curitiba|Capão Raso|
9526,|Brasil|Paraná|Curitiba|Tingui|
9527,|Brasil|Paraná|Curitiba|Bairro Alto|
9528,|Brasil|Paraná|Curitiba|Bairro Alto|
9529,|Brasil|Paraná|Curitiba|Bairro Alto|
9530,|Brasil|Paraná|Curitiba|Boa Vista|
9531,|Brasil|Paraná|Curitiba|Capão Raso|
9532,|Brasil|Paraná|Curitiba|Juvevê|
9533,|Brasil|Paraná|Curitiba|Água Verde|
9534,|Brasil|Paraná|Curitiba|Água Verde|
9535,|Brasil|Paraná|Curitiba|Água Verde|
9536,|Brasil|Paraná|Curitiba|Água Verde|
9537,|Brasil|Paraná|Pinhais|
9538,|Brasil|Paraná|Curitiba|Capão Raso|
9539,|Brasil|Paraná|Curitiba|Bairro Alto|
9540,|Brasil|Paraná|Curitiba|Bairro Alto|
9541,|Brasil|Paraná|Curitiba|
9542,|Brasil|Paraná|Curitiba|Cabral|
9543,|Brasil|Paraná|Curitiba|Cabral|
9544,|Brasil|Paraná|Curitiba|Bairro Alto|
9545,|Brasil|Paraná|Curitiba|Bairro Alto|
9546,|Brasil|Paraná|Curitiba|Água Verde|
9547,|Brasil|Paraná|Curitiba|Cabral|
9548,|Brasil|Paraná|Curitiba|Água Verde|
9549,|Brasil|Paraná|Curitiba|Batel|
9550,|Brasil|Paraná|Curitiba|Água Verde|
9551,|Brasil|Paraná|Curitiba|Cabral|
9552,|Brasil|Paraná|Curitiba|Cabral|
9553,|Brasil|Paraná|Pinhais|
9554,|Brasil|Paraná|Curitiba|Bacacheri|
9555,|Brasil|Paraná|Curitiba|Água Verde|
9556,|Brasil|Paraná|Curitiba|Alto da Glória|
9557,|Brasil|Paraná|Curitiba|Boqueirão|
9558,|Brasil|Paraná|Curitiba|Boqueirão|
9559,|Brasil|Paraná|Curitiba|Capão Raso|
9560,|Brasil|Paraná|Curitiba|Centro|
9561,|Brasil|Paraná|Curitiba|Santa Cândida|
9562,|Brasil|Paraná|Curitiba|Centro|
9563,|Brasil|Paraná|Curitiba|Capão Raso|
9564,|Brasil|Paraná|Curitiba|Guabirotuba|
9565,|Brasil|Paraná|Curitiba|Bigorrilho|
9566,|Brasil|Paraná|Curitiba|Portão|
9567,|Brasil|Paraná|Curitiba|Rebouças|
9568,|Brasil|Paraná|Curitiba|Água Verde|
9569,|Brasil|Paraná|Curitiba|Capão Raso|
9570,|Brasil|Paraná|Curitiba|Capão Raso|
9571,|Brasil|Paraná|Curitiba|Boqueirão|
9572,|Brasil|Paraná|Curitiba|Capão Raso|
9573,|Brasil|Paraná|Curitiba|Jardim das Américas|
9574,|Brasil|Paraná|Curitiba|Boa Vista|
9575,|Brasil|Paraná|São José dos Pinhais|Guatupê|
9576,|Brasil|Paraná|Curitiba|Seminário|
9577,|Brasil|Paraná|Curitiba|Novo Mundo|
9578,|Brasil|Paraná|Curitiba|Mossunguê|
9579,|Brasil|Paraná|Curitiba|Ahú|
9580,|Brasil|Paraná|Curitiba|Bigorrilho|
9581,|Brasil|Paraná|Curitiba|Bigorrilho|
9582,|Brasil|Paraná|Curitiba|Pinheirinho|
9583,|Brasil|Paraná|Curitiba|Abranches|
9584,|Brasil|Paraná|Curitiba|Água Verde|
9585,|Brasil|Paraná|Curitiba|Pinheirinho|
9586,|Brasil|Paraná|Curitiba|Água Verde|
9587,|Brasil|Paraná|Curitiba|Água Verde|
9588,|Brasil|Paraná|Curitiba|Batel|
9589,|Brasil|Paraná|Curitiba|Batel|
9590,|Brasil|Paraná|Curitiba|Batel|
9591,|Brasil|Paraná|Curitiba|Batel|
9592,|Brasil|Paraná|Curitiba|Cabral|
9593,|Brasil|Paraná|Londrina|
9594,|Brasil|Paraná|Londrina|
9595,|Brasil|Paraná|Curitiba|Santa Quitéria|
9596,|Brasil|Paraná|Curitiba|Santa Quitéria|
9597,|Brasil|Paraná|Curitiba|Cristo Rei|
9598,|Brasil|Paraná|Curitiba|Água Verde|
9599,|Brasil|Paraná|Curitiba|Água Verde|
9600,|Brasil|Paraná|Curitiba|Rebouças|
9601,|Brasil|Paraná|Curitiba|Santa Cândida|
9602,|Brasil|Paraná|Curitiba|Centro|
9603,|Brasil|Paraná|Curitiba|Centro|
9604,|Brasil|Paraná|Curitiba|Centro|
9605,|Brasil|Paraná|Curitiba|Cristo Rei|
9606,|Brasil|Paraná|Curitiba|Água Verde|
9607,|Brasil|Paraná|Curitiba|Cajuru|
9608,|Brasil|Paraná|Curitiba|Portão|
9609,|Brasil|Paraná|Curitiba|Água Verde|
9610,|Brasil|Paraná|Curitiba|Batel|
9611,|Brasil|Paraná|Curitiba|Batel|
9612,|Brasil|Paraná|Curitiba|Pilarzinho|
9613,|Brasil|Paraná|Curitiba|Boa Vista|
9614,|Brasil|Paraná|Curitiba|Boqueirão|
9615,|Brasil|Paraná|Curitiba|Boa Vista|
9616,|Brasil|Paraná|Curitiba|Santa Cândida|
9617,|Brasil|Paraná|Curitiba|Cristo Rei|
9618,|Brasil|Paraná|Curitiba|Jardim das Américas|
9619,|Brasil|Paraná|Curitiba|Santa Cândida|
9620,|Brasil|Paraná|Curitiba|Mossunguê|
9621,|Brasil|Paraná|Curitiba|Água Verde|
9622,|Brasil|Paraná|Curitiba|Água Verde|
9623,|Brasil|Paraná|Curitiba|Campo Comprido|
9624,|Brasil|Paraná|Curitiba|Cajuru|
9625,|Brasil|Paraná|Curitiba|Água Verde|
9626,|Brasil|Paraná|Curitiba|Centro|
9627,|Brasil|Paraná|Curitiba|Orleans|
9628,|Brasil|Paraná|Curitiba|Rebouças|
9629,|Brasil|Paraná|Curitiba|Água Verde|
9630,|Brasil|Paraná|Curitiba|Capão Raso|
9631,|Brasil|Paraná|Curitiba|Santa Felicidade|
9632,|Brasil|Paraná|Curitiba|Xaxim|
9633,|Brasil|Paraná|Curitiba|Uberaba|
9634,|Brasil|Paraná|Curitiba|Bigorrilho|
9635,|Brasil|Paraná|Curitiba|Vila Izabel|
9636,|Brasil|Paraná|Curitiba|Batel|
9637,|Brasil|Paraná|Curitiba|Batel|
9638,|Brasil|Paraná|Curitiba|Batel|
9639,|Brasil|Paraná|Curitiba|
9640,|Brasil|Paraná|Curitiba|Centro|
9641,|Brasil|Paraná|Curitiba|Mercês|
9642,|Brasil|Paraná|Curitiba|Jardim Botânico|
9643,|Brasil|Paraná|Curitiba|Jardim Botânico|
9644,|Brasil|Paraná|Curitiba|Centro|
9645,|Brasil|Paraná|Curitiba|
9646,|Brasil|Paraná|Curitiba|São Lourenço|
9647,|Brasil|Paraná|Curitiba|Santo Inácio|
9648,|Brasil|Paraná|Curitiba|Centro|
9649,|Brasil|Paraná|Curitiba|Centro|
9650,|Brasil|Paraná|Curitiba|Água Verde|
9651,|Brasil|Paraná|Curitiba|Portão|
9652,|Brasil|Paraná|Curitiba|
9653,|Brasil|Paraná|Curitiba|
9654,|Brasil|Paraná|Curitiba|
9655,|Brasil|Paraná|Curitiba|
9656,|Brasil|Paraná|Curitiba|Batel|
9657,|Brasil|Paraná|Curitiba|Batel|
9658,|Brasil|Paraná|Curitiba|Santa Cândida|
9659,|Brasil|Paraná|Curitiba|Cajuru|
9660,|Brasil|Paraná|Curitiba|Centro|
9661,|Brasil|Paraná|Curitiba|Cabral|
9662,|Brasil|Paraná|Curitiba|Rebouças|
9663,|Brasil|Paraná|Curitiba|Batel|
9664,|Brasil|Paraná|Curitiba|Boa Vista|
9665,|Brasil|Paraná|Curitiba|Alto da Glória|
9666,|Brasil|Paraná|Curitiba|
9667,|Brasil|Paraná|Curitiba|Batel|
9668,|Brasil|Paraná|Curitiba|Juvevê|
9669,|Brasil|Paraná|Curitiba|
9670,|Brasil|Paraná|Curitiba|Água Verde|
9671,|Brasil|Paraná|Curitiba|Água Verde|
9672,|Brasil|Paraná|Curitiba|Capão Raso|
9673,|Brasil|Paraná|Curitiba|Capão Raso|
9674,|Brasil|Paraná|Curitiba|Centro|
9675,|Brasil|Paraná|Curitiba|Centro|
9676,|Brasil|Paraná|Curitiba|Água Verde|
9677,|Brasil|Paraná|Curitiba|Água Verde|
9678,|Brasil|Paraná|Curitiba|Mercês|
9679,|Brasil|Paraná|Curitiba|
9680,|Brasil|Paraná|Curitiba|Centro|
9681,|Brasil|Paraná|Curitiba|Centro|
9682,|Brasil|Paraná|Curitiba|Batel|
9683,|Brasil|Paraná|Curitiba|Água Verde|
9684,|Brasil|Paraná|Curitiba|
9685,|Brasil|Paraná|Curitiba|
9686,|Brasil|Paraná|Curitiba|Bigorrilho|
9687,|Brasil|Paraná|Curitiba|Vila Izabel|
9688,|Brasil|Paraná|Curitiba|Batel|
9689,|Brasil|Paraná|Curitiba|Vista Alegre|
9690,|Brasil|Paraná|Curitiba|Hauer|
9691,|Brasil|Paraná|Curitiba|Capão Raso|
9692,|Brasil|Paraná|Curitiba|
9693,|Brasil|Paraná|Curitiba|Água Verde|
9694,|Brasil|Paraná|Curitiba|São Lourenço|
9695,|Brasil|Paraná|Curitiba|Campo Comprido|
9696,|Brasil|Paraná|Curitiba|Água Verde|
9697,|Brasil|Paraná|Curitiba|Santa Cândida|
9698,|Brasil|Paraná|Curitiba|Boa Vista|
9699,|Brasil|Paraná|Curitiba|Água Verde|
9700,|Brasil|Paraná|Curitiba|Mossunguê|
9701,|Brasil|Paraná|Curitiba|Água Verde|
9702,|Brasil|Paraná|Curitiba|Boa Vista|
9703,|Brasil|Paraná|Curitiba|
9704,|Brasil|Paraná|Curitiba|Água Verde|
9705,|Brasil|Paraná|Curitiba|Campo Comprido|
9706,|Brasil|Paraná|Curitiba|
9707,|Brasil|Paraná|Curitiba|
9708,|Brasil|Paraná|Curitiba|Água Verde|
9709,|Brasil|Paraná|Curitiba|Batel|
9710,|Brasil|Paraná|Curitiba|Portão|
9711,|Brasil|Paraná|Curitiba|Portão|
9712,|Brasil|Paraná|Curitiba|Campo Comprido|
9713,|Brasil|Paraná|Curitiba|Juvevê|
9714,|Brasil|Paraná|Curitiba|Juvevê|
9715,|Brasil|Paraná|Curitiba|Fanny|
9716,|Brasil|Paraná|Curitiba|Cajuru|
9717,|Brasil|Paraná|Curitiba|Vila Izabel|
9718,|Brasil|Paraná|Curitiba|Água Verde|
9719,|Brasil|Paraná|Curitiba|Pinheirinho|
9720,|Brasil|Paraná|Curitiba|Novo Mundo|
9721,|Brasil|Paraná|Curitiba|
9722,|Brasil|Paraná|Curitiba|Vila Izabel|
9723,|Brasil|Paraná|Curitiba|Água Verde|
9724,|Brasil|Paraná|Curitiba|Portão|
9725,|Brasil|Paraná|Curitiba|Vila Izabel|
9726,|Brasil|Paraná|Curitiba|Fanny|
9727,|Brasil|Paraná|Curitiba|
9728,|Brasil|Paraná|Curitiba|Capão Raso|
9729,|Brasil|Paraná|Curitiba|Portão|
9730,|Brasil|Paraná|Curitiba|Tingui|
9731,|Brasil|Paraná|Curitiba|Boa Vista|
9732,|Brasil|Paraná|Curitiba|
9733,|Brasil|Paraná|Curitiba|
9734,|Brasil|Paraná|Colombo|Roça Grande|
9735,|Brasil|Paraná|Curitiba|Água Verde|
9736,|Brasil|Paraná|Curitiba|
9737,|Brasil|Paraná|Curitiba|Centro|
9738,|Brasil|Paraná|Curitiba|Água Verde|
9739,|Brasil|Paraná|Curitiba|Vila Izabel|
9740,|Brasil|Paraná|Curitiba|Xaxim|
9741,|Brasil|Paraná|Curitiba|São Lourenço|
9742,|Brasil|Paraná|Curitiba|São Lourenço|
9743,|Brasil|Paraná|Curitiba|São Lourenço|
9744,|Brasil|Paraná|Curitiba|Boa Vista|
9745,|Brasil|Paraná|Curitiba|Boa Vista|
9746,|Brasil|Paraná|Curitiba|Portão|
9747,|Brasil|Paraná|Curitiba|Água Verde|
9748,|Brasil|Paraná|Curitiba|Água Verde|
9749,|Brasil|Paraná|Londrina|
9750,|Brasil|Paraná|Curitiba|Centro|
9751,|Brasil|Paraná|Curitiba|Boa Vista|
9752,|Brasil|Paraná|Curitiba|Cabral|
9753,|Brasil|Paraná|Curitiba|Centro|
9754,|Brasil|Paraná|Curitiba|Boa Vista|
9755,|Brasil|Paraná|Curitiba|Centro|
